"date","city","SO2","CO","NO2","O3","PM10","SO2_d1_rate","SO2_d2_rate","SO2_d3_rate","SO2_d4_rate","CO_d1_rate","CO_d2_rate","CO_d3_rate","CO_d4_rate","O3_d1_rate","O3_d2_rate","O3_d3_rate","O3_d4_rate","NO2_d1_rate","NO2_d2_rate","NO2_d3_rate","NO2_d4_rate","PM10_d1_rate","PM10_d2_rate","PM10_d3_rate","PM10_d4_rate","temp","temp_range","rain","ws_mean","ws_max","ws_mont_max","dew_point_temp","humidity","air_press","sunshn_time","snow","cloud_amt","surface_temp"
"2010-06-08","서울",0.004,0.4,0.038,0.031,27,0,0,0,0,0,0,0,0,0.354838709677419,0.225806451612903,0.483870967741935,0.483870967741935,0,0.0526315789473685,-0.0131578947368421,0.0263157894736842,-0.259259259259259,-0.62962962962963,-0.592592592592593,-0.481481481481481,25.7,12.5,0,2.1,5.4,8.4,8,34.1,1005,13,0,0.4,29.2
"2010-06-09","서울",0.005,0.5,0.053,0.0395,57,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215189873417722,0.493670886075949,0.392405063291139,0.594936708860759,0.283018867924528,0.283018867924528,0.320754716981132,0.273584905660377,0.526315789473684,0.403508771929825,0.228070175438596,0.245614035087719,26,10.1,0,2.1,4.5,7.5,11.6,42.3,1004.1,12.8,0,0,29.7
"2010-06-10","서울",0.005,0.6,0.059,0.046,75,0,0.2,0.2,0.2,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.141304347826087,0.326086956521739,0.565217391304348,0.478260869565217,0.101694915254237,0.355932203389831,0.355932203389831,0.389830508474576,0.24,0.64,0.546666666666667,0.413333333333333,26.5,11,0,1.8,4.3,6.7,13.7,46.8,1003.4,8.2,0,5.6,31.2
"2010-06-11","서울",0.005,0.5,0.046,0.038,51,0,0,0.2,0.2,-0.2,0,0.2,0.2,-0.210526315789474,-0.0394736842105264,0.184210526315789,0.473684210526316,-0.282608695652174,-0.152173913043478,0.173913043478261,0.173913043478261,-0.470588235294118,-0.117647058823529,0.470588235294118,0.333333333333333,25.6,9.6,0,2.2,5,7.7,11.7,44.3,1002.2,6.5,0,7.8,29.5
"2010-06-12","서울",0.003,0.4,0.027,0.027,24,-0.666666666666667,-0.666666666666667,-0.666666666666667,-0.333333333333333,-0.25,-0.5,-0.25,0,-0.407407407407407,-0.703703703703704,-0.462962962962963,-0.148148148148148,-0.703703703703704,-1.18518518518519,-0.962962962962963,-0.407407407407407,-1.125,-2.125,-1.375,-0.125,17.9,5.1,71,2.5,4.9,7.7,16.4,91.5,1000.6,0,0,10,20.2
"2010-06-13","서울",0.003,0.4,0.023,0.023,23,0,-0.666666666666667,-0.666666666666667,-0.666666666666667,0,-0.25,-0.5,-0.25,-0.173913043478261,-0.652173913043478,-1,-0.717391304347826,-0.173913043478261,-1,-1.56521739130435,-1.30434782608696,-0.0434782608695652,-1.21739130434783,-2.26086956521739,-1.47826086956522,22,9.7,18,1.8,3.2,5.4,18.4,81.3,998.2,1.9,0,8.8,23.3
"2010-06-14","서울",0.003,0.5,0.038,0.009,31,0,0,-0.666666666666667,-0.666666666666667,0.2,0.2,0,-0.2,-1.55555555555556,-2,-3.22222222222222,-4.11111111111111,0.394736842105263,0.289473684210526,-0.210526315789474,-0.552631578947368,0.258064516129032,0.225806451612903,-0.645161290322581,-1.41935483870968,22.8,6.4,10.5,1.9,3.9,5.7,19.1,80.6,997.6,1.1,0,9.1,25
"2010-06-15","서울",0.004,0.4,0.033,0.008,26,0.25,0.25,0.25,-0.25,-0.25,0,0,-0.25,-0.125,-1.875,-2.375,-3.75,-0.151515151515151,0.303030303030303,0.181818181818182,-0.393939393939394,-0.192307692307692,0.115384615384615,0.0769230769230769,-0.961538461538462,24.4,9,0,2,6,9.5,18.4,70.8,995.1,8.5,0,5.1,26.2
"2010-06-16","서울",0.005,0.5,0.037,0.02,46,0.2,0.4,0.4,0.4,0.2,0,0.2,0.2,0.6,0.55,-0.15,-0.35,0.108108108108108,-0.0270270270270271,0.378378378378378,0.27027027027027,0.434782608695652,0.326086956521739,0.5,0.478260869565217,22.3,5.4,0.5,2.4,5.2,9.9,17.5,75.3,996,3,0,6.9,24.3
"2010-06-17","서울",0.006,0.9,0.051,0.028,152,0.166666666666667,0.333333333333333,0.5,0.5,0.444444444444444,0.555555555555556,0.444444444444444,0.555555555555556,0.285714285714286,0.714285714285714,0.678571428571429,0.178571428571429,0.274509803921569,0.352941176470588,0.254901960784314,0.549019607843137,0.697368421052632,0.828947368421053,0.796052631578947,0.848684210526316,24,6.7,0,1.6,4.2,6.8,18.7,73.1,996.5,0,0,9.4,24.6
"2010-06-18","서울",0.005,0.8,0.041,0.024,125,-0.2,0,0.2,0.4,-0.125,0.375,0.5,0.375,-0.166666666666667,0.166666666666667,0.666666666666667,0.625,-0.24390243902439,0.0975609756097562,0.195121951219512,0.0731707317073171,-0.216,0.632,0.792,0.752,25.9,8.3,0.4,2.1,4.1,6.2,18.9,67.5,992.7,3.4,0,7.6,27.2
"2010-06-19","서울",0.004,0.6,0.036,0.021,72,-0.25,-0.5,-0.25,0,-0.333333333333333,-0.5,0.166666666666667,0.333333333333333,-0.142857142857143,-0.333333333333333,0.0476190476190477,0.619047619047619,-0.138888888888889,-0.416666666666667,-0.0277777777777778,0.0833333333333332,-0.736111111111111,-1.11111111111111,0.361111111111111,0.638888888888889,23,4.3,4.5,2.2,5.9,9.3,19,79.1,994.1,0.3,0,9,25.1
"2010-06-20","서울",0.003,0.5,0.024,0.027,45,-0.333333333333333,-0.666666666666667,-1,-0.666666666666667,-0.2,-0.6,-0.8,0,0.222222222222222,0.111111111111111,-0.0370370370370371,0.259259259259259,-0.5,-0.708333333333333,-1.125,-0.541666666666667,-0.6,-1.77777777777778,-2.37777777777778,-0.0222222222222222,23,6.2,0,2.5,5.6,8.2,18.1,74.9,993.5,5.2,0,5.3,26.5
"2010-06-21","서울",0.004,0.6,0.038,0.025,56,0.25,0,-0.25,-0.5,0.166666666666667,0,-0.333333333333333,-0.5,-0.0799999999999999,0.16,0.04,-0.12,0.368421052631579,0.0526315789473685,-0.0789473684210527,-0.342105263157895,0.196428571428571,-0.285714285714286,-1.23214285714286,-1.71428571428571,22.2,9.7,0,2.3,3.9,6.3,15.6,69,994.9,7.6,0,1.8,26.7
"2010-06-22","서울",0.006,0.5,0.0485,0.016,52,0.333333333333333,0.5,0.333333333333333,0.166666666666667,-0.2,0,-0.2,-0.6,-0.5625,-0.6875,-0.3125,-0.5,0.216494845360825,0.505154639175258,0.257731958762887,0.154639175257732,-0.0769230769230769,0.134615384615385,-0.384615384615385,-1.40384615384615,21.6,6.8,0,2.3,5.7,9.4,10.3,50.8,996.9,4.7,0,5,25.2
"2010-06-23","서울",0.004,0.4,0.037,0.022,45,-0.5,0,0.25,0,-0.25,-0.5,-0.25,-0.5,0.272727272727273,-0.136363636363636,-0.227272727272727,0.0454545454545453,-0.310810810810811,-0.0270270270270271,0.351351351351351,0.0270270270270271,-0.155555555555556,-0.244444444444444,0,-0.6,23,11.9,0,2,4,7.4,12.2,53.6,998,13.3,0,0.1,26.7
"2010-06-24","서울",0.005,0.5,0.052,0.022,59,0.2,-0.2,0.2,0.4,0.2,0,-0.2,0,0,0.272727272727273,-0.136363636363636,-0.227272727272727,0.288461538461538,0.0673076923076922,0.269230769230769,0.538461538461538,0.23728813559322,0.11864406779661,0.0508474576271186,0.23728813559322,24.4,12.3,0,1.7,4.6,7.9,14.1,54.8,999.1,11.8,0,0.3,27.5
"2010-06-25","서울",0.004,0.6,0.056,0.036,66,-0.25,0,-0.5,0,0.166666666666667,0.333333333333333,0.166666666666667,0,0.388888888888889,0.388888888888889,0.555555555555555,0.305555555555555,0.0714285714285715,0.339285714285714,0.133928571428571,0.321428571428571,0.106060606060606,0.318181818181818,0.212121212121212,0.151515151515152,26.7,12.2,0,1.9,3.4,6.6,14.6,50.1,998.9,8.9,0,4.6,30.4
"2010-06-26","서울",0.003,0.4,0.026,0.031,37,-0.333333333333333,-0.666666666666667,-0.333333333333333,-1,-0.5,-0.25,0,-0.25,-0.161290322580645,0.290322580645161,0.290322580645161,0.483870967741935,-1.15384615384615,-1,-0.423076923076923,-0.865384615384616,-0.783783783783784,-0.594594594594595,-0.216216216216216,-0.405405405405405,24.8,5.8,3.5,2.7,4.7,8.5,16.1,59.9,996.1,0.2,0,9.5,27.3
"2010-06-27","서울",0.003,0.4,0.021,0.018,19,0,-0.333333333333333,-0.666666666666667,-0.333333333333333,0,-0.5,-0.25,0,-0.722222222222222,-1,-0.222222222222222,-0.222222222222222,-0.238095238095238,-1.66666666666667,-1.47619047619048,-0.761904761904762,-0.947368421052632,-2.47368421052632,-2.10526315789474,-1.36842105263158,21.8,2.4,9.5,2.6,5.4,7.8,19.1,85.5,996.7,0,0,8.3,22.7
"2010-06-28","서울",0.003,0.5,0.031,0.026,54,0,0,-0.333333333333333,-0.666666666666667,0.2,0.2,-0.2,0,0.307692307692308,-0.192307692307692,-0.384615384615385,0.153846153846154,0.32258064516129,0.161290322580645,-0.806451612903226,-0.67741935483871,0.648148148148148,0.314814814814815,-0.222222222222222,-0.0925925925925926,24.6,10.8,0,2.1,4.7,7.2,17.9,67.9,997,9.4,0,2.9,26.8
"2010-06-29","서울",0.005,0.6,0.05,0.016,64,0.4,0.4,0.4,0.2,0.166666666666667,0.333333333333333,0.333333333333333,0,-0.625,-0.125,-0.9375,-1.25,0.38,0.58,0.48,-0.12,0.15625,0.703125,0.421875,-0.03125,23.9,5.8,0,1.8,4.2,6.9,18.8,74,997.1,0.5,0,7.3,25.6
"2010-06-30","서울",0.003,0.6,0.045,0.009,52,-0.666666666666667,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,-0.777777777777778,-1.88888888888889,-1,-2.44444444444444,-0.111111111111111,0.311111111111111,0.533333333333333,0.422222222222222,-0.230769230769231,-0.0384615384615385,0.634615384615385,0.288461538461538,22.8,4.2,9.5,1.4,4.1,6.3,19.3,81.1,995.5,0,0,10,24
"2010-07-01","서울",0.003,0.6,0.039,0.017,64,0,-0.666666666666667,0,0,0,0,0.166666666666667,0.333333333333333,0.470588235294118,0.0588235294117648,-0.529411764705882,-0.0588235294117646,-0.153846153846154,-0.282051282051282,0.205128205128205,0.461538461538462,0.1875,0,0.15625,0.703125,26.1,8.8,0,1.8,4.3,6.3,20.4,72.1,993.5,1.6,0,8.8,27.9
"2010-07-02","서울",0.003,0.6,0.037,0.011,55,0,0,-0.666666666666667,0,0,0,0,0.166666666666667,-0.545454545454546,0.181818181818182,-0.454545454545455,-1.36363636363636,-0.0540540540540541,-0.216216216216216,-0.351351351351351,0.162162162162162,-0.163636363636364,0.0545454545454545,-0.163636363636364,0.0181818181818182,24.9,2.1,58,1.7,4.8,7.5,23.1,89,989.8,0,0,10,25
"2010-07-03","서울",0.003,0.6,0.038,0.01,31,0,0,0,-0.666666666666667,0,0,0,0,-0.0999999999999999,-0.7,0.1,-0.6,0.0263157894736842,-0.0263157894736842,-0.184210526315789,-0.315789473684211,-0.774193548387097,-1.06451612903226,-0.67741935483871,-1.06451612903226,24.1,3.2,5.5,1.4,3.1,5.3,21.9,88.1,988.6,0,0,9.5,25.2
"2010-07-04","서울",0.003,0.4,0.021,0.022,17,0,0,0,0,-0.5,-0.5,-0.5,-0.5,0.545454545454545,0.5,0.227272727272727,0.590909090909091,-0.809523809523809,-0.761904761904762,-0.857142857142857,-1.14285714285714,-0.823529411764706,-2.23529411764706,-2.76470588235294,-2.05882352941176,26.5,6.5,0,2.2,3.8,6.3,20.9,72,989.3,4.1,0,7.4,28.5
"2010-07-05","서울",0.004,0.6,0.033,0.028,49,0.25,0.25,0.25,0.25,0.333333333333333,0,0,0,0.214285714285714,0.642857142857143,0.607142857142857,0.392857142857143,0.363636363636364,-0.151515151515151,-0.121212121212121,-0.181818181818182,0.653061224489796,0.36734693877551,-0.122448979591837,-0.306122448979592,26.1,7.7,0,2.8,5.5,9.2,20.8,74.1,988.5,7.2,0,4.5,29.8
"2010-07-06","서울",0.005,0.6,0.029,0.05,75,0.2,0.4,0.4,0.4,0,0.333333333333333,0,0,0.44,0.56,0.8,0.78,-0.137931034482759,0.275862068965517,-0.310344827586207,-0.275862068965517,0.346666666666667,0.773333333333333,0.586666666666667,0.266666666666667,26,9.9,0,3.2,6.1,9.9,17,61.6,990.1,9.5,0,5.1,29.9
"2010-07-07","서울",0.004,0.6,0.028,0.04,62,-0.25,0,0.25,0.25,0,0,0.333333333333333,0,-0.25,0.3,0.45,0.75,-0.0357142857142857,-0.178571428571429,0.25,-0.357142857142857,-0.209677419354839,0.209677419354839,0.725806451612903,0.5,25.6,7.2,0,2.7,6.9,9.2,18.7,68,994.3,9.6,0,4.3,30.5
"2010-07-08","서울",0.005,0.5,0.045,0.011,42,0.2,0,0.2,0.4,-0.2,-0.2,-0.2,0.2,-2.63636363636364,-3.54545454545455,-1.54545454545455,-1,0.377777777777778,0.355555555555556,0.266666666666667,0.533333333333333,-0.476190476190476,-0.785714285714286,-0.166666666666667,0.595238095238095,24.7,7.7,0.1,1.9,5.1,8.2,17.2,64.6,998.8,2.8,0,7.5,30.7
"2010-07-09","서울",0.004,0.5,0.04,0.015,37,-0.25,0,-0.25,0,0,-0.2,-0.2,-0.2,0.266666666666667,-1.66666666666667,-2.33333333333333,-0.866666666666667,-0.125,0.3,0.275,0.175,-0.135135135135135,-0.675675675675676,-1.02702702702703,-0.324324324324324,24.9,8.6,0.5,2.3,6.1,10.6,17.2,64.4,997.7,6.3,0,4.1,29
"2010-07-10","서울",0.004,0.5,0.036,0.021,40,0,-0.25,0,-0.25,0,0,-0.2,-0.2,0.285714285714286,0.476190476190476,-0.904761904761905,-1.38095238095238,-0.111111111111111,-0.25,0.222222222222222,0.194444444444444,0.075,-0.05,-0.55,-0.875,25.6,7.5,0,1.5,3,6.1,18.1,64.6,998,2.8,0,6.4,28.6
"2010-07-11","서울",0.003,0.4,0.019,0.034,25,-0.333333333333333,-0.333333333333333,-0.666666666666667,-0.333333333333333,-0.25,-0.25,-0.25,-0.5,0.382352941176471,0.558823529411765,0.676470588235294,-0.176470588235294,-0.894736842105263,-1.10526315789474,-1.36842105263158,-0.473684210526316,-0.6,-0.48,-0.68,-1.48,23.8,4.3,0.5,2.6,4.5,8.2,17.3,67.8,993.3,2.1,0,7.9,26.8
"2010-07-12","서울",0.003,0.4,0.03,0.033,20,0,-0.333333333333333,-0.333333333333333,-0.666666666666667,0,-0.25,-0.25,-0.25,-0.0303030303030303,0.363636363636364,0.545454545454546,0.666666666666667,0.366666666666667,-0.2,-0.333333333333333,-0.5,-0.25,-1,-0.85,-1.1,25.1,7.6,0,1.9,3.4,5.8,16.9,61.3,998.7,3.7,0,5,27.3
"2010-07-13","서울",0.003,0.4,0.029,0.028,21,0,0,-0.333333333333333,-0.333333333333333,0,0,-0.25,-0.25,-0.178571428571429,-0.214285714285714,0.25,0.464285714285714,-0.0344827586206896,0.344827586206897,-0.241379310344827,-0.379310344827586,0.0476190476190476,-0.19047619047619,-0.904761904761905,-0.761904761904762,26.1,9.3,1.5,2,5.5,8.9,19.1,67.5,998.1,7,0,4.4,30.7
"2010-07-14","서울",0.003,0.5,0.033,0.024,34,0,0,0,-0.333333333333333,0.2,0.2,0.2,0,-0.166666666666667,-0.375,-0.416666666666667,0.125,0.121212121212121,0.090909090909091,0.424242424242424,-0.0909090909090908,0.382352941176471,0.411764705882353,0.264705882352941,-0.176470588235294,24.8,5.9,1,1.9,3.7,5.8,19.7,74,999.4,1.9,0,6.3,25.6
"2010-07-15","서울",0.004,0.5,0.037,0.018,55,0.25,0.25,0.25,0.25,0,0.2,0.2,0.2,-0.333333333333333,-0.555555555555556,-0.833333333333334,-0.888888888888889,0.108108108108108,0.216216216216216,0.189189189189189,0.486486486486486,0.381818181818182,0.618181818181818,0.636363636363636,0.545454545454545,26,7.3,0,2.1,4.4,6.4,19.3,67.8,1001.4,3.9,0,5.6,28.3
"2010-07-16","서울",0.003,0.5,0.032,0.011,28,-0.333333333333333,0,0,0,0,0,0.2,0.2,-0.636363636363636,-1.18181818181818,-1.54545454545455,-2,-0.15625,-0.03125,0.09375,0.0625000000000001,-0.964285714285714,-0.214285714285714,0.25,0.285714285714286,23.7,6.1,57,2,4.1,6.9,20.5,83.4,1001,0.6,0,9.6,26.4
"2010-07-17","서울",0.003,0.3,0.019,0.005,12,0,-0.333333333333333,0,0,-0.666666666666667,-0.666666666666667,-0.666666666666667,-0.333333333333333,-1.2,-2.6,-3.8,-4.6,-0.68421052631579,-0.947368421052632,-0.736842105263158,-0.526315789473684,-1.33333333333333,-3.58333333333333,-1.83333333333333,-0.75,23.2,2.1,89.5,2.6,6.5,11.1,21.4,89.8,1002.5,0,0,10,25.1
"2010-07-18","서울",0.003,0.3,0.013,0.007,15,0,0,-0.333333333333333,0,0,-0.666666666666667,-0.666666666666667,-0.666666666666667,0.285714285714286,-0.571428571428571,-1.57142857142857,-2.42857142857143,-0.461538461538462,-1.46153846153846,-1.84615384615385,-1.53846153846154,0.2,-0.866666666666667,-2.66666666666667,-1.26666666666667,25.9,6,2,3.8,7.9,12.3,20.7,74,1001.9,0.3,0,9.1,27.3
"2010-07-19","서울",0.003,0.3,0.018,0.007,22,0,0,0,-0.333333333333333,0,0,-0.666666666666667,-0.666666666666667,0,0.285714285714286,-0.571428571428571,-1.57142857142857,0.277777777777778,-0.0555555555555556,-0.777777777777778,-1.05555555555556,0.318181818181818,0.454545454545455,-0.272727272727273,-1.5,26.7,5.1,0,3.9,6.8,10.9,21.4,73.3,1003.6,2.3,0,7.6,25.9
"2010-07-20","서울",0.003,0.4,0.024,0.006,24,0,0,0,0,0.25,0.25,0.25,-0.25,-0.166666666666667,-0.166666666666667,0.166666666666667,-0.833333333333333,0.25,0.458333333333333,0.208333333333333,-0.333333333333333,0.0833333333333333,0.375,0.5,-0.166666666666667,28.2,8.2,0,2.3,4.9,8,21.5,68.1,1003.4,2.6,0,6.4,29
"2010-07-21","서울",0.003,0.3,0.019,0.008,23,0,0,0,0,-0.333333333333333,0,0,0,0.25,0.125,0.125,0.375,-0.263157894736842,0.0526315789473685,0.315789473684211,0,-0.0434782608695652,0.0434782608695652,0.347826086956522,0.478260869565217,27.8,3.4,0,3.6,7.1,11.6,21.4,68.5,1002.5,1,0,8.3,27
"2010-07-22","서울",0.003,0.3,0.014,0.006,15,0,0,0,0,0,-0.333333333333333,0,0,-0.333333333333333,0,-0.166666666666667,-0.166666666666667,-0.357142857142857,-0.714285714285714,-0.285714285714286,0.0714285714285715,-0.533333333333333,-0.6,-0.466666666666667,0,27.1,3.7,0.5,4.7,7.5,11.9,22,74.3,1002.7,1.3,0,8.9,28.4
"2010-07-23","서울",0.003,0.4,0.031,0.006,16,0,0,0,0,0.25,0.25,0,0.25,0,-0.333333333333333,0,-0.166666666666667,0.548387096774194,0.387096774193548,0.225806451612903,0.419354838709677,0.0625,-0.4375,-0.5,-0.375,24.4,2.9,4.5,2.6,6,9.5,21.5,84,1002.2,0,0,10,24.7
"2010-07-24","서울",0.004,0.5,0.033,0.013,50,0.25,0.25,0.25,0.25,0.2,0.4,0.4,0.2,0.538461538461538,0.538461538461538,0.384615384615385,0.538461538461538,0.0606060606060607,0.575757575757576,0.424242424242424,0.272727272727273,0.68,0.7,0.54,0.52,25.6,5.7,1,2,3.5,5.6,21.7,80,1004.1,0.5,0,8.6,26.4
"2010-07-25","서울",0.003,0.3,0.019,0.012,19.5,-0.333333333333333,0,0,0,-0.666666666666667,-0.333333333333333,0,0,-0.0833333333333333,0.5,0.5,0.333333333333333,-0.736842105263158,-0.631578947368421,0.263157894736842,0,-1.56410256410256,0.179487179487179,0.230769230769231,-0.179487179487179,26,6.5,0.5,2.7,5.1,8.2,21.6,77.6,1005.1,2.3,0,7.1,27.6
"2010-07-26","서울",0.003,0.3,0.0205,0.007,17,0,-0.333333333333333,0,0,0,-0.666666666666667,-0.333333333333333,0,-0.714285714285714,-0.857142857142857,0.142857142857143,0.142857142857143,0.0731707317073171,-0.609756097560976,-0.512195121951219,0.317073170731707,-0.147058823529412,-1.94117647058824,0.0588235294117647,0.117647058823529,25.4,5.6,16.5,2.9,5.7,8.7,21.6,80.4,1004.2,0.9,0,8.5,26.4
"2010-07-27","서울",0.004,0.3,0.02,0.007,21,0.25,0.25,0,0.25,0,0,-0.666666666666667,-0.333333333333333,0,-0.714285714285714,-0.857142857142857,0.142857142857143,-0.025,0.05,-0.65,-0.55,0.19047619047619,0.0714285714285714,-1.38095238095238,0.238095238095238,26.9,6.4,0,2.8,6.2,8.8,20.5,69.4,1001.6,9.5,0,5,27.8
"2010-07-28","서울",0.003,0.4,0.022,0.006,19,-0.333333333333333,0,0,-0.333333333333333,0.25,0.25,0.25,-0.25,-0.166666666666667,-0.166666666666667,-1,-1.16666666666667,0.0909090909090908,0.0681818181818181,0.136363636363636,-0.5,-0.105263157894737,0.105263157894737,-0.0263157894736842,-1.63157894736842,27,7.5,0,2.2,4.5,8.6,20.8,69.6,993.5,4.5,0,5.9,27.1
"2010-07-29","서울",0.003,0.4,0.027,0.007,24,0,-0.333333333333333,0,0,0,0.25,0.25,0.25,0.142857142857143,0,0,-0.714285714285714,0.185185185185185,0.259259259259259,0.240740740740741,0.296296296296296,0.208333333333333,0.125,0.291666666666667,0.1875,26.8,5.9,0.5,2.3,5.1,7.6,22,75.5,990.3,1.4,0,8.6,28.4
"2010-07-30","서울",0.004,0.4,0.031,0.012,37,0.25,0.25,0,0.25,0,0,0.25,0.25,0.416666666666667,0.5,0.416666666666667,0.416666666666667,0.129032258064516,0.290322580645161,0.354838709677419,0.338709677419355,0.351351351351351,0.486486486486487,0.432432432432432,0.540540540540541,27,5.7,0.1,2.7,5.1,7,22.1,74.9,994.2,0,0,9.5,26.6
"2010-07-31","서울",0.004,0.4,0.025,0.016,46,0,0.25,0.25,0,0,0,0,0.25,0.25,0.5625,0.625,0.5625,-0.24,-0.0799999999999999,0.12,0.2,0.195652173913043,0.478260869565217,0.58695652173913,0.543478260869565,27,5.2,0,3.6,5.6,8.3,22.6,77.3,995.5,0.1,0,9,28.3
"2010-08-01","서울",0.003,0.4,0.018,0.037,50,-0.333333333333333,-0.333333333333333,0,0,0,0,0,0,0.567567567567568,0.675675675675676,0.810810810810811,0.837837837837838,-0.388888888888889,-0.722222222222222,-0.5,-0.222222222222222,0.08,0.26,0.52,0.62,27.5,4.9,0,3.5,5.6,8.3,23.3,78.5,996.8,0.6,0,9,30.1
"2010-08-02","서울",0.003,0.5,0.03,0.016,40,0,-0.333333333333333,-0.333333333333333,0,0.2,0.2,0.2,0.2,-1.3125,0,0.25,0.5625,0.4,0.166666666666667,-0.0333333333333334,0.1,-0.25,-0.15,0.075,0.4,27.3,6.4,25,2.3,5.2,7.8,22.5,77.3,996,4.7,0,6.5,28.7
"2010-08-03","서울",0.005,0.6,0.04,0.01,39,0.4,0.4,0.2,0.2,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-0.6,-2.7,-0.6,-0.2,0.25,0.55,0.375,0.225,-0.0256410256410256,-0.282051282051282,-0.179487179487179,0.0512820512820513,27.6,8.1,0,1.8,3.9,5.7,18.2,59.4,996,4.6,0,5,29.7
"2010-08-04","서울",0.004,0.7,0.051,0.007,59,-0.25,0.25,0.25,0,0.142857142857143,0.285714285714286,0.428571428571428,0.428571428571428,-0.428571428571429,-1.28571428571429,-4.28571428571429,-1.28571428571429,0.215686274509804,0.411764705882353,0.647058823529412,0.509803921568627,0.338983050847458,0.322033898305085,0.152542372881356,0.220338983050847,28.1,6.1,16.5,1.4,4.2,6.4,22.5,72.1,998.3,0.8,0,7.8,28
"2010-08-05","서울",0.003,0.5,0.03,0.009,41,-0.333333333333333,-0.666666666666667,0,0,-0.4,-0.2,0,0.2,0.222222222222222,-0.111111111111111,-0.777777777777778,-3.11111111111111,-0.7,-0.333333333333333,0,0.4,-0.439024390243902,0.0487804878048781,0.024390243902439,-0.219512195121951,29.2,7.8,0.5,2.9,6,9.9,23.9,74.5,1001.6,5.5,0,7.3,30.3
"2010-08-06","서울",0.003,0.4,0.019,0.005,20,0,-0.333333333333333,-0.666666666666667,0,-0.25,-0.75,-0.5,-0.25,-0.8,-0.4,-1,-2.2,-0.578947368421053,-1.68421052631579,-1.10526315789474,-0.578947368421053,-1.05,-1.95,-0.95,-1,28.3,4.7,3.5,3.8,7.6,10.9,23.7,76.3,1004.7,2.6,0,8.4,30.5
"2010-08-07","서울",0.004,0.4,0.019,0.003,20,0.25,0.25,0,-0.25,0,-0.25,-0.75,-0.5,-0.666666666666667,-2,-1.33333333333333,-2.33333333333333,0,-0.578947368421053,-1.68421052631579,-1.10526315789474,0,-1.05,-1.95,-0.95,26.2,3.9,83.5,2.2,6,9.5,23.6,86.4,1003.8,0,0,9.4,27.3
"2010-08-08","서울",0.004,0.4,0.02,0.007,28,0,0.25,0.25,0,0,0,-0.25,-0.75,0.571428571428571,0.285714285714286,-0.285714285714286,0,0.05,0.05,-0.5,-1.55,0.285714285714286,0.285714285714286,-0.464285714285714,-1.10714285714286,27.3,7.6,0,2,5.8,9.1,21.1,70.5,1000.8,5.6,0,5.6,29
"2010-08-09","서울",0.004,0.4,0.03,0.009,31,0,0,0.25,0.25,0,0,0,-0.25,0.222222222222222,0.666666666666667,0.444444444444444,0,0.333333333333333,0.366666666666667,0.366666666666667,0,0.0967741935483871,0.354838709677419,0.354838709677419,-0.32258064516129,28.6,9.2,0,1.9,4.2,6.5,20.6,62.9,998.8,9.9,0,5,30.9
"2010-08-10","서울",0.003,0.4,0.029,0.008,24.5,-0.333333333333333,-0.333333333333333,-0.333333333333333,0,0,0,0,0,-0.125,0.125,0.625,0.375,-0.0344827586206896,0.310344827586207,0.344827586206897,0.344827586206897,-0.26530612244898,-0.142857142857143,0.183673469387755,0.183673469387755,26.5,4.9,24.5,2.2,5.7,10.3,23.1,82.4,997.7,0.9,0,8.9,27.3
"2010-08-11","서울",0.003,0.4,0.018,0.008,16,0,-0.333333333333333,-0.333333333333333,-0.333333333333333,0,0,0,0,0,-0.125,0.125,0.625,-0.611111111111111,-0.666666666666667,-0.111111111111111,-0.0555555555555556,-0.53125,-0.9375,-0.75,-0.25,28.2,7.7,2.5,2.6,5,9.9,22.9,73.9,991.6,2.7,0,7.3,29.5
"2010-08-12","서울",0.004,0.5,0.035,0.014,42,0.25,0.25,0,0,0.2,0.2,0.2,0.2,0.428571428571429,0.428571428571429,0.357142857142857,0.5,0.485714285714286,0.171428571428571,0.142857142857143,0.428571428571429,0.619047619047619,0.416666666666667,0.261904761904762,0.333333333333333,23.7,5,5.5,3,4.4,7.4,19.6,78.6,994.6,0,0,9.3,23.9
"2010-08-13","서울",0.003,0.7,0.035,0.012,47,-0.333333333333333,0,0,-0.333333333333333,0.285714285714286,0.428571428571428,0.428571428571428,0.428571428571428,-0.166666666666667,0.333333333333333,0.333333333333333,0.25,0,0.485714285714286,0.171428571428571,0.142857142857143,0.106382978723404,0.659574468085106,0.478723404255319,0.340425531914894,26,8.1,62,2.1,4.8,6.9,23.2,85.9,992,0.9,0,8.8,26.3
"2010-08-14","서울",0.003,0.7,0.032,0.012,58,0,-0.333333333333333,0,0,0,0.285714285714286,0.428571428571428,0.428571428571428,0,-0.166666666666667,0.333333333333333,0.333333333333333,-0.0937500000000001,-0.0937500000000001,0.4375,0.09375,0.189655172413793,0.275862068965517,0.724137931034483,0.577586206896552,26.9,3.8,7,2.5,10.7,16.2,23.9,84.4,993.2,1.3,0,9.6,28.5
